eeaa3eb9-381e-4f7a-b046-0fcbc8037e28,25,البحر الأحمر,البحر الأحمر,afae9e91-b251-46a7-b7b7-aabb7a32fdf2,turbo,t,t
04bff40d-c4b7-4d4c-af83-ec83f26b7aaa,5,البحيرة,البحيرة,c2bb3714-4a33-4a0d-b0a9-c95ce59d3346,turbo,t,t
17fbcfac-a9c9-416d-bc0b-96c6117b3317,10,سوهاج,سوهاج,3b0c7165-18ed-43b9-a67d-97987a10fd9e,turbo,t,t
14e618cc-bf90-4112-8680-9f262a90fbdb,11,أسيوط,أسيوط,4c3ae7b1-1f73-471e-96f4-c7558c8bef41,turbo,t,t
f4d0a5e9-70c9-4db8-849f-1437894724f7,24,شمال سيناء,شمال سيناء,03f64840-ee25-4f42-81d2-6462971bfa78,turbo,t,t
69480b32-df79-4e83-a839-f35c12d2124a,27,جنوب سيناء,جنوب سيناء,ce3b6944-5a38-424b-aeeb-402ecacbf4f2,turbo,t,t
5c84d399-141b-4159-b4ef-ad393017966f,28,أطراف القاهرة والجيزة,أطراف القاهرة والجيزة,7a745664-a4a6-4b12-970b-fd183a283b53,turbo,t,t
ce38bfca-5d67-4e94-a0c9-7f81e0a4f768,21,بورسعيد,بورسعيد,09bf9b96-df01-4753-af85-d521e5a7a640,turbo,t,t
03c22c9f-77a6-40b8-9f53-c25cb42a46d3,23,مطروح,مطروح,ed029df7-9f9d-42a6-94bc-8002d3ec09a6,turbo,t,t
34ace2d8-d965-436d-ac8c-cb4fca76e775,wgYEdH2WMzxGE2Ztp,الاقصر,Luxor,a20ffc31-03c2-4a5d-abd9-2e422a02ea6a,bosta,t,f
ffcd2aab-0ae8-405b-97df-05658d25fc63,w4yDVHVJWqa4HpbzA,الوادي الجديد,New Valley,9e247458-32c4-4bc8-a6eb-2a3ba0e67eea,bosta,t,f
2aa90a09-09f9-4e87-bbcc-90d618ef455b,ZuCaDAVQlPT,شمال سيناء,North Sinai,03f64840-ee25-4f42-81d2-6462971bfa78,bosta,f,f
eb2646cd-2177-4151-b648-44f7264eed94,nG_c44vHQht,جنوب سيناء,South Sinai,ce3b6944-5a38-424b-aeeb-402ecacbf4f2,bosta,t,f
